compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
succinate	2017-10-05_090.lcd	HPLC_HF5.PlateA	HF5.PlateA-F10	Unknown	-----	12.376	80446	4084	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.667	12.75	9599.139	15.626	63994.258	--	--	2.181	1.179	1.241	2.9455	1.8999	0.505	0	0.594	0.292	0.788	*
succinate	2017-10-05_091.lcd	HPLC_HF5.PlateA	HF5.PlateA-F11	Unknown	-----	12.362	27346	1331	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.658	12.733	9359.067	16.027	62393.781	--	--	1.889	0.926	1.282	10.0234	9.269	0.511	0	0.637	0.295	0.788	*
succinate	2017-10-05_092.lcd	HPLC_HF5.PlateA	HF5.PlateA-F12	Unknown	-----	12.375	10881	549	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.033	12.767	9244.116	16.227	61627.44	--	--	1.218	1.216	1.089	0.4145	0.2612	0.515	0	0	0.297	0.789	*
succinate	2017-10-05_093.lcd	HPLC_HF5.PlateA	HF5.PlateA-G01	Unknown	-----	12.376	15040	734	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.017	12.808	8820.385	17.006	58802.565	--	--	1.11	1.224	1.087	0.5157	0.3304	0.527	0	0	0.303	0.789	*
succinate	2017-10-05_094.lcd	HPLC_HF5.PlateA	HF5.PlateA-G02	Unknown	-----	12.369	15800	804	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.958	12.758	9544.414	15.716	63629.428	--	--	--	0.922	1.076	1.6139	2.2055	0.506	0	0.61	0.292	0.788	*
succinate	2017-10-05_095.lcd	HPLC_HF5.PlateA	HF5.PlateA-G03	Unknown	-----	12.38	18684	940	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.108	12.758	9032.994	16.606	60219.958	--	--	0.499	1.205	1.062	0.6881	0.4414	0.521	0	0	0.299	0.789	*
succinate	2017-10-05_096.lcd	HPLC_HF5.PlateA	HF5.PlateA-G04	Unknown	-----	12.381	36507	1806	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	T  	11.625	12.767	9238.521	16.236	61590.139	--	--	2.404	0.994	1.279	1.3568	0.8392	0.515	0	0.641	0.297	0.789	*
succinate	2017-10-05_097.lcd	HPLC_HF5.PlateA	HF5.PlateA-G05	Unknown	-----	12.33	2079	101	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.925	12.725	7702.693	19.474	51351.284	0.954	0.968	2.477	1.184	1.243	0.0559	0.0439	0.562	0.675	0.598	0.329	0.8	*
succinate	2017-10-05_098.lcd	HPLC_HF5.PlateA	HF5.PlateA-G06	Unknown	-----	12.341	1330	68	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.025	12.725	8291.691	18.09	55277.939	1.065	1.059	2.62	1.188	1.245	0.0367	0.03	0.542	0.609	0.559	0.316	0.801	*
succinate	2017-10-05_099.lcd	HPLC_HF5.PlateA	HF5.PlateA-G07	Unknown	-----	12.34	2260	111	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.975	12.725	7762.882	19.323	51752.549	1.012	1.025	2.538	1.549	1.212	0.0642	0.0498	0.56	0.657	0.59	0.328	0.8	*
succinate	2017-10-05_100.lcd	HPLC_HF5.PlateA	HF5.PlateA-G08	Unknown	-----	12.368	1883	91	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.992	12.617	6919.789	21.677	46131.928	--	--	2.471	1.584	1.211	0.0527	0.0406	0.595	0	0	0.35	0.802	*
succinate	2017-10-05_101.lcd	HPLC_HF5.PlateA	HF5.PlateA-G09	Unknown	-----	12.336	2278	108	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.925	12.742	7430.483	20.187	49536.554	0.959	0.951	2.36	1.189	1.243	0.0642	0.0483	0.572	0.693	0.622	0.334	0.8	*
succinate	2017-10-05_102.lcd	HPLC_HF5.PlateA	HF5.PlateA-G10	Unknown	-----	12.381	1291	71	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.992	12.5	851.52	176.156	5676.798	--	--	1.22	1.582	1.214	0.0383	0.0319	1.697	0	0	0	0.802	*
succinate	2017-10-05_103.lcd	HPLC_HF5.PlateA	HF5.PlateA-G11	Unknown	-----	12.37	11260	572	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.958	12.725	9523.928	15.75	63492.85	--	--	--	0.925	1.076	1.3523	1.8533	0.507	0	0.629	0.292	0.788	*
succinate	2017-10-05_104.lcd	HPLC_HF5.PlateA	HF5.PlateA-G12	Unknown	-----	12.372	24665	1285	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.942	12.708	9629.669	15.577	64197.79	--	--	0.798	1.173	1.087	9.6797	9.7025	0.504	0	0	0.291	0.789	*
succinate	2017-10-05_105.lcd	HPLC_HF5.PlateA	HF5.PlateA-H01	Unknown	-----	12.401	5501	243	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.083	12.775	6689.397	22.424	44595.979	--	--	0.636	0.997	1.079	0.1993	0.1121	0.607	0	0	0.35	0.79	*
succinate	2017-10-05_106.lcd	HPLC_HF5.PlateA	HF5.PlateA-H02	Unknown	-----	12.361	75981	3613	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.642	12.775	8822.91	17.001	58819.397	--	--	1.769	0.911	1.275	14.4281	12.5741	0.526	0	0.64	0.304	0.788	*
succinate	2017-10-05_107.lcd	HPLC_HF5.PlateA	HF5.PlateA-H03	Unknown	-----	12.364	7950	401	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.975	12.633	8141.047	18.425	54273.645	--	--	1.48	0.932	1.102	3.2963	3.0365	0.548	0	0	0.318	0.788	*
succinate	2017-10-05_108.lcd	HPLC_HF5.PlateA	HF5.PlateA-H04	Unknown	-----	12.362	22198	1142	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.95	12.675	9117.057	16.453	60780.38	--	--	2.406	1.583	1.212	2.7266	3.4248	0.518	0	0	0.299	0.788	*
succinate	2017-10-05_109.lcd	HPLC_HF5.PlateA	HF5.PlateA-H05	Unknown	-----	12.361	9669	488	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.975	12.608	7606.654	19.72	50711.026	--	--	1.45	1.58	1.081	1.3379	1.6374	0.567	0	0	0.333	0.788	*
succinate	2017-10-05_110.lcd	HPLC_HF5.PlateA	HF5.PlateA-H06	Unknown	-----	12.367	30624	1555	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.925	12.725	9253.799	16.21	61691.993	--	--	--	1.147	1.073	10.4961	9.9496	0.514	0	0	0.297	0.788	*
succinate	2017-10-05_111.lcd	HPLC_HF5.PlateA	HF5.PlateA-H07	Unknown	-----	12.364	6922	341	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.008	12.758	8820.94	17.005	58806.265	--	--	--	0.928	1.065	0.9715	1.2863	0.527	0	0	0.302	0.788	*
succinate	2017-10-05_112.lcd	HPLC_HF5.PlateA	HF5.PlateA-H08	Unknown	-----	12.366	10431	520	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.992	12.742	9122.048	16.444	60813.654	--	--	--	0.924	1.069	1.3414	1.7061	0.518	0	0.663	0.298	0.789	*
succinate	2017-10-05_113.lcd	HPLC_HF5.PlateA	HF5.PlateA-H09	Unknown	-----	12.364	12523	637	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.983	12.8	9290.19	16.146	61934.598	--	--	1.19	0.916	1.103	4.2782	3.8385	0.513	0	0.589	0.296	0.788	*
succinate	2017-10-05_114.lcd	HPLC_HF5.PlateA	HF5.PlateA-H10	Unknown	-----	12.364	9299	457	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.983	12.792	8854.324	16.941	59028.828	--	--	--	0.916	1.07	4.4917	3.9388	0.526	0	0.63	0.303	0.788	*
succinate	2017-10-05_115.lcd	HPLC_HF5.PlateA	HF5.PlateA-H11	Unknown	-----	12.368	14125	699	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.017	12.8	8712.207	17.217	58081.379	--	--	1.164	1.168	1.092	0.5222	0.3291	0.53	0	0.61	0.306	0.789	*
succinate	2017-10-05_116.lcd	HPLC_HF5.PlateA	HF5.PlateA-H12	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_117.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_118.lcd	40 mM Mix	STD-0111	Unknown	-----	12.351	1039371	50443	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.667	12.708	8554.328	17.535	57028.853	--	--	3.402	0.931	1.608	5.3418	6.1869	0.534	0	0	0.308	0.788	*
succinate	2017-10-05_119.lcd	20 mM Mix	STD-0112	Unknown	-----	12.357	512887	25051	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.683	12.708	8633	17.375	57553.333	--	--	2.275	0.931	1.17	5.3834	6.1883	0.532	0	0	0.307	0.788	*
succinate	2017-10-05_120.lcd	10 mM Mix	STD-0113	Unknown	-----	12.358	267240	13059	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.742	12.708	8653.627	17.334	57690.846	--	--	1.961	0.933	1.167	5.4921	6.2404	0.531	0	0	0.307	0.788	*
succinate	2017-10-05_121.lcd	5 mM Mix	STD-0114	Unknown	-----	12.361	129146	6316	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.758	12.708	8625.526	17.39	57503.505	--	--	1.892	0.939	1.165	5.4094	6.1576	0.532	0	0	0.307	0.788	*
succinate	2017-10-05_122.lcd	2.5 mM Mix	STD-0115	Unknown	-----	12.361	64223	3157	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.792	12.708	8665.244	17.311	57768.293	--	--	1.838	0.753	1.191	5.3242	6.1173	0.531	0	0	0.306	0.788	*
succinate	2017-10-05_123.lcd	1 mM Mix	STD-0116	Unknown	-----	12.362	26505	1315	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.833	12.708	8751.061	17.141	58340.406	--	--	1.757	0.753	1.191	5.4636	6.1239	0.529	0	0	0.305	0.788	*
succinate	2017-10-05_124.lcd	0.5 mM Mix	STD-0117	Unknown	-----	12.361	12527	625	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.858	12.708	8838.908	16.97	58926.051	--	--	1.73	0.752	1.189	5.3412	5.9339	0.526	0	0	0.304	0.788	*
succinate	2017-10-05_125.lcd	0.25 mM Mix	STD-0118	Unknown	-----	12.363	6419	321	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.875	12.717	8825.456	16.996	58836.37	--	--	1.729	0.752	1.188	4.9215	5.4308	0.526	0	0	0.303	0.788	*
succinate	2017-10-05_126.lcd	0.1 mM Mix	STD-0119	Unknown	-----	12.358	2499	125	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.908	12.708	8807.161	17.032	58714.406	--	--	1.721	0.752	1.188	4.0122	4.2328	0.527	0	0	0.304	0.788	*
