"COMP_ID","PATHWAY.SORTORDER","BIOCHEMICAL","SUPERPATHWAY","SUBPATHWAY","PLATFORM","CHEMICAL_ID","RI","MASS","PUBCHEM","CAS","KEGG","HMDB","dir","dir_noFMT","dir_hFMT","dir_healthy"
61865,1918,"octadecenedioylcarnitine (C18:1-DC)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)""","LC/MS Pos Late",100005996,1180,456.332,"","251981-06-3","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
61866,1674,"heptenedioate (C7:1-DC)*","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Polar",100019981,2816,157.0506,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61867,1917,"octadecanedioylcarnitine (C18-DC)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)""","LC/MS Pos Late",100005998,1227,458.3476,"","123233-50-1","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61868,96,"1-ribosyl-imidazoleacetate*","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100001668,2006,259.0925,"440569","29605-99-0","C05131","HMDB0002331","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62061,4871,"genistein sulfate*","Xenobiotics","Food Component/Plant","LC/MS Neg",100020207,3616,349.0024,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62063,4688,"genistein glucuronide*","Xenobiotics","Food Component/Plant","LC/MS Neg",100020216,2895,445.0776,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62066,3468,"glyco-beta-muricholate","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",100020214,4762,464.3018,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62070,4869,"daidzein 7-O-glucuronide","Xenobiotics","Food Component/Plant","LC/MS Neg",100020206,2580,429.0827,"11316354","","","HMDB41718","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62101,46,"alpha-ketoglutaramate*","Amino Acid","Glutamate Metabolism","LC/MS Polar",100002397,1916,144.0302,"48","18465-19-5","C00940","HMDB0001552","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62105,549,"diacetylspermidine*","Amino Acid","Polyamine Metabolism","LC/MS Pos Early",100020242,2510,230.1863,"132680","","C03413","HMDB0002172","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
62278,4928,"histidine betaine (hercynine)*","Xenobiotics","Food Component/Plant","LC/MS Pos Early",100004059,2094,198.1237,"3083620","534-30-5","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62309,544,"N-acetyl-isoputreanine","Amino Acid","Polyamine Metabolism","LC/MS Pos Early",100020487,2305,203.139,"131802901","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62372,2985,"1-palmitoyl-galactosylglycerol (16:0)*","Lipid","Galactosyl Glycerolipids","LC/MS Neg",100010885,6161,491.3226,"10413348","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62373,2986,"2-palmitoyl-galactosylglycerol (16:0)*","Lipid","Galactosyl Glycerolipids","LC/MS Neg",100020696,6060,491.3226,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62374,2993,"1-palmitoyl-digalactosylglycerol (16:0)*","Lipid","Galactosyl Glycerolipids","LC/MS Neg",100010890,5979,653.3754,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62376,2989,"1-linoleoyl-galactosylglycerol (18:2)*","Lipid","Galactosyl Glycerolipids","LC/MS Neg",100010881,5966,515.3226,"5320254","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62393,NA,"X - 25212","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62396,4286,"(3'-5')-adenylyladenosine*","Nucleotide","Dinucleotide","LC/MS Neg",100020723,2173,595.142,"94231","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62449,2877,"1-heptadecenoylglycerol (17:1)*","Lipid","Monoacylglycerol","LC/MS Neg",100020769,6390,267.2329,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62464,NA,"X - 25247","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62524,4831,"dihydrocaffeate sulfate (2)","Xenobiotics","Food Component/Plant","LC/MS Neg",100020822,930,261.0074,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62558,391,"1-carboxyethylisoleucine","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100020427,2628,202.1085,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62559,340,"1-carboxyethylleucine","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100020425,2663,202.1085,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62562,420,"1-carboxyethylvaline","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100020423,2008,188.0928,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62566,146,"1-carboxyethylphenylalanine","Amino Acid","Phenylalanine Metabolism","LC/MS Neg",100020419,2844,236.0928,"59100900","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62619,NA,"X - 25326","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62648,NA,"X - 25355","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62649,NA,"X - 25356","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62650,NA,"X - 25357","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62651,NA,"X - 25358","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62652,NA,"X - 25359","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62654,NA,"X - 25361","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62660,NA,"X - 25367","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62698,535,"acetylagmatine","Amino Acid","Polyamine Metabolism","LC/MS Pos Early",100005945,2514,173.1397,"439661","3031-89-8","C02131","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62746,2183,"linolenoyl ethanolamide","Lipid","Endocannabinoid","LC/MS Pos Late",100020840,1488,322.2741,"5283449","57086-93-8","","HMDB0013624","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62749,NA,"X - 25433","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62750,NA,"X - 25434","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62751,NA,"X - 25435","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62781,1653,"18-methylnonadecanoate (i20:0)","Lipid","""Fatty Acid, Branched""","LC/MS Neg",100019953,6170,311.2956,"4383090","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
62785,3546,"tauroursodeoxycholic acid sulfate (2)","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100020845,4603,288.6195,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62805,448,"""2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*""","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Neg",100020893,1156,177.0227,"","","","HMDB0240388","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
62819,137,"""N,N-dimethyl-5-aminovalerate""","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100020842,2290,146.1176,"","","","","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
62841,751,"""cyclo(his-pro) (D,L)*""","Peptide","Dipeptide","LC/MS Neg",100020993,1883,233.1044,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62842,774,"cyclo(pro-arg)*","Peptide","Dipeptide","LC/MS Pos Early",100021001,2588,254.1612,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62850,1550,"tetradecadienoate (14:2)*","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100020343,5292,223.1704,"5312409","39039-37-7","","HMDB0000560","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
62851,3104,"hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))","Lipid","Sphingomyelins","LC/MS Pos Late",100021000,2056,719.5698,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62853,489,"3-amino-2-piperidone","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",100020361,2065,115.0866,"5200225","1892-22-4","","HMDB0000323","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62857,4877,"dihydroferulic acid sulfate","Xenobiotics","Food Component/Plant","LC/MS Neg",100020272,1310,275.0231,"187489","","","HMDB0041724","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62860,114,"N6-methyllysine","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100003415,2831,161.1285,"164795","1188-07-4","C02728","HMDB0002038","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62862,115,"""N6,N6-dimethyllysine""","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100020417,2831,175.1441,"193344","2259-86-1","C05545","HMDB0013287","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62863,4782,"3-formylindole","Xenobiotics","Food Component/Plant","LC/MS Neg",100020219,3709,144.0455,"10256","487-89-8","C08493","HMDB29737","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
62864,4956,"mannonate*","Xenobiotics","Food Component/Plant","LC/MS Polar",100003695,2736,195.051,"3246006","642-99-9","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62881,3011,"N-palmitoyl-phytosphingosine (t18:0/16:0)","Lipid","Dihydroceramides","LC/MS Pos Late",100019761,2632,556.5299,"10506988","","","HMDB0010697","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
62887,4923,"glycitein sulfate (2)","Xenobiotics","Food Component/Plant","LC/MS Neg",100021092,3400,363.018,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62889,3488,"taurodeoxycholic acid 3-sulfate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100006644,4850,288.6195,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
62906,NA,"X - 25482","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62909,NA,"X - 25485","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62911,NA,"X - 25487","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62913,NA,"X - 25489","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62914,NA,"X - 25490","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62915,1687,"3-hydroxydodecanedioate*","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100001454,2252,245.1394,"16663321","34574-69-1","","HMDB0000413","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62926,NA,"X - 25492","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62927,NA,"X - 25493","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62929,NA,"X - 25495","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62934,NA,"X - 25500","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62935,NA,"X - 25501","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62936,NA,"X - 25502","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
62942,NA,"X - 25508","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62943,NA,"X - 25509","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62946,92,"1-methyl-5-imidazoleacetate","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100002910,1989,141.0659,"6451814","4200-48-0","","HMDB04988","Down in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
62947,519,"""N,N,N-trimethyl-alanylproline betaine (TMAP)""","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",100020217,2470,229.1547,"","","","HMDB0240365","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
62951,2036,"""2,4-dihydroxybutyrate""","Lipid","""Fatty Acid, Dihydroxy""","LC/MS Polar",100002285,1793,119.035,"192742","1518-62-3","","HMDB0000360","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62952,2037,"""3,4-dihydroxybutyrate""","Lipid","""Fatty Acid, Dihydroxy""","LC/MS Polar",100001730,2204,119.035,"150929","51267-44-8","","HMDB0000337","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
62962,NA,"X - 25518","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
62963,NA,"X - 25519","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
63031,NA,"X - 25532","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63032,NA,"X - 25533","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63037,3004,"dehydrophytosphingosine*","Lipid","Sphingolipid Synthesis","LC/MS Pos Late",100021236,1302,316.2846,"14757418","","","HMDB0038057","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63038,3013,"N-stearoyl-phytosphingosine (t18:0/18:0)*","Lipid","Dihydroceramides","LC/MS Pos Late",100021237,3020,584.5612,"9898642","","","","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63042,5958,"""2,6-dihydroxybenzoic acid""","Xenobiotics","Drug - Topical Agents","LC/MS Polar",100020837,729,153.0193,"9338","303-07-1","","HMDB0013676","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
63048,5294,"lactobacillic acid","Xenobiotics","Bacterial/Fungal","LC/MS Neg",100021065,5822,295.2643,"656761","503-06-0","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63060,3222,"stigmastadienone","Lipid","Sterol","LC/MS Pos Late",100021199,2688,411.3622,"249915307","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63061,4332,"pantoate","Cofactors and Vitamins","Pantothenate and CoA Metabolism","LC/MS Polar",100002613,1100,147.0663,"5289105","470-29-1","C00522","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63099,NA,"X - 25564","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63109,2034,"""2R,3R-dihydroxybutyrate""","Lipid","""Fatty Acid, Dihydroxy""","LC/MS Polar",100002367,1543,119.035,"13120901","759-06-8","","HMDB0000498","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63118,3494,"12-ketolithocholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100020859,5130,389.2697,"3080612","5130-29-0","","HMDB0000328","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63119,3483,"3-dehydrodeoxycholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100020860,5235,389.2697,"160738","1/7/85","","HMDB0062742","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
63151,33,"""N,N-dimethylalanine""","Amino Acid","Alanine and Aspartate Metabolism","LC/MS Pos Early",100020371,1370,118.0863,"5488191","2812-31-9","","","Up in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
63154,1197,"phenylacetyltaurine","Peptide","Acetylated Peptides","LC/MS Neg",100008932,2494,242.0493,"2179693","33953-90-1","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63160,285,"5-hydroxypicolinic acid","Amino Acid","Tryptophan Metabolism","LC/MS Neg",100021277,709,138.0197,"268740","15069-92-8","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63191,1693,"branched chain 14:0 dicarboxylic acid","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100021374,3849,257.1758,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63224,2180,"hexanoyltaurine","Lipid","Endocannabinoid","LC/MS Neg",100021223,3040,222.0806,"2245940","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63225,2169,"isocaproyltaurine","Lipid","Endocannabinoid","LC/MS Neg",100021232,2935,222.0806,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63264,6419,"pentose acid*","Partially Characterized Molecules","Partially Characterized Molecules","LC/MS Polar",100021467,2180,165.0405,"7991","","C00803","HMDB0000892","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63269,4780,"2-pyrrolidineacetic acid","Xenobiotics","Food Component/Plant","LC/MS Pos Early",100006441,2248,130.0863,"123784","56879-46-0","","HMDB0029444","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
63342,4573,"""3,5-dihydroxyphenylpropionate""","Xenobiotics","Benzoate Metabolism","LC/MS Polar",100021256,1420,181.0506,"161525","26539-01-5","","HMDB0125533","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
63357,1709,"2-hydroxysebacate","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100020378,1324,217.1081,"128458","103963-71-9","","HMDB0000424","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63388,NA,"X - 25661","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63389,NA,"X - 25662","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63399,4903,"feruloylquinate (1)","Xenobiotics","Food Component/Plant","LC/MS Neg",100021485,2166,367.1035,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63400,4904,"feruloylquinate (2)","Xenobiotics","Food Component/Plant","LC/MS Neg",100021486,2229,367.1035,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63401,4905,"feruloylquinate (3)","Xenobiotics","Food Component/Plant","LC/MS Neg",100021487,2341,367.1035,"10133609","","","HMDB0030669","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63402,4906,"feruloylquinate (4)","Xenobiotics","Food Component/Plant","LC/MS Neg",100021488,2546,367.1035,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63403,4907,"feruloylquinate (5)","Xenobiotics","Food Component/Plant","LC/MS Neg",100021489,2655,367.1035,"9799386","","C02572","HMDB0030669","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63415,337,"N-butyryl-leucine","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100021474,3470,200.1292,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63439,NA,"X - 25670","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63450,NA,"X - 25681","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63470,NA,"X - 25701","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63478,NA,"X - 25709","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63479,NA,"X - 25710","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
63485,NA,"X - 25716","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63555,NA,"X - 25785","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63583,5211,"3-indoleglyoxylic acid","Xenobiotics","Food Component/Plant","LC/MS Neg",100020372,2140,188.0353,"73863","1477-49-2","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
63590,4345,"ascorbic acid 2-sulfate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","LC/MS Polar",100009329,3042,254.9816,"54676864","","","HMDB0060649","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63607,3456,"chenodeoxycholic acid sulfate (1)","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",100021650,4531,235.1175,"21252308","","","HMDB0002522","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
63609,3458,"chenodeoxycholic acid sulfate (3)","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",100021652,4940,235.1175,"21252312","","","HMDB0002586","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
