description	pathway	GF2_hFMT2A_S44	GF2_mjMb2B_input_S53	GF2_myFMT1_S56	GF3_AMS001_inoc1_S36	HF10_hFMT1_S68	HF9_hFMT2_S42	Healthy_cecalSeekatz26_S2	c21_1835_3_S30	c21_1836_2_S31	c21_1836_3_S110	c21_1837_1_S114	c21_1837_2_S143	c21_1837_3_S138	c21_1839_1_S139	c21_1839_2_S115	c21_1841_1_S137	c21_1901_3_S29	c21_1907_1_S69	cecal_1191_2_S134	cecal_1275_1_S135	cecal_1275_2_S136	cecal_19_1210_1_S77	cecal_19_1210_3_S80	cecal_19_1212_3_S84	cecal_d21_1199_2_S99	cecal_d21_1199_3_S100	cecal_d21_1200_1_S90	cecal_d21_1200_3_S94	cecal_d21_1200_4_S133	cecal_d21_1203_1_S89	cecal_d21_1203_4_S103	cecal_d21_1205_2_S88	cecal_d21_1205_4_S93	cecal_d21_1207_2_S97	cecal_d21_1207_3_S95	cecal_d21_1207_4_S102	cecal_d21_1209_3_S96	cecal_d25_2935_S59	cecal_d25_3739_S45	cecal_d25_5925_S43	cecal_d25_5942_S46	cecal_d28_429_S66	cecal_d28_448_S65	cecal_d28_5505_S67	cecal_d28_5520_S64	cecal_d42_1216_1_S92	cecal_d42_1216_2_S87	cecal_d42_1217_2_S91	cecal_d42_1223_5_S101	cecal_d42_1225_1_S98	cecal_d42_1225_2_S132	cecal_d46_2933_S48	cecal_d46_2949_S47	cecal_d46_2956_S58	cecal_d46_2966_S38	cecal_d46_3755_S49	cecal_d46_3765_S39	cecal_d46_3827_S57	cecal_d46_3_C18_C23836_S51	cecal_d46_4837_S52	cecal_d46_4914_S54	cecal_d46_5957_S50	cecal_d46_5964_S55	d0_1840_2_S112	d11_1203_1_S72	d11_1205_2_S75	d11_1840_1_S21	d11_1840_2_S24	d11_1840_3_S27	d11_1901Seekatz24_S1	d18_1835_1_S25	d18_1835_3_S22	d18_1836_2_S111	d18_1836_3_S105	d18_1836_4_S116	d18_1837_1_S142	d18_1837_2_S113	d18_1839_1_S108	d18_1839_2_S34	d18_1839_3_S109	d18_1840Seekatz18_S3	d18_1901_3_S26	d18_1907_1_S71	d19_1199_2_S79	d19_1199_3_S81	d19_1200_1_S83	d19_1200_2_S78	d19_1203Seekatz34_S6	d19_1203_1_S35	d19_1203_3_S32	d19_1205_2_S82	d19_1207_1_S85	d19_1207_4_S33	d21_2935_S37	d21_3739_S36	d21_429_S63	d21_448_S62	d21_5220_S61	d21_5505_S60	d21_5925_S40	d21_5942_S41	d4_1203_2_S131	d4_1205_2_S73	d4_1840_1_S140	d4_1840_2_S141	dGF2_hFMT1B_S117	dn7_1203_1_S74	dn7_1205_1_S76	dn7_1835_1_S23	dn7_1840_2_S106	dn7_1840_3_S107	healthy_cecal_1913_1_S28	healthy_cecal_1913_2_S70	humanDonor_exp2_S86	mouseFMT_exp1_S130
PWY-7858	(5Z)-dodecenoate biosynthesis II	0	0	0	6.46303	5.87247	10.1285	0	1.2514	4.49472	1.35734	0	0	0	0	0	9.73478	0	11.1912	0	0	0	16.1721	25.1621	22.5907	0	7.51758	0	0	0	31.9835	27.8463	0	0	24.623	18.4796	33.2993	0	0	0	1.1114	0	0.659264	0	1.80321	0	112.982	153.107	166.057	8.06592	0	0	0	0	81.7224	1.99988	0	0	2.60294	0	5.89232	10.2232	0	0	0	123.862	88.6072	100.717	90.4596	101.572	0	0.943024	2.2111	7.97191	5.17333	6.27552	0	0.398712	1.2598	0.613032	0	0	0	13.7922	0.77069	14.116	0	0	57.1176	84.6628	78.1844	4.69827	42.9073	15.1143	0	0	0	0	0	1.52857	0	0	97.1315	0	76.5749	84.6111	0.761586	0	0	0	0	11.4637	0	0	28.6567	0
PWY-7873	D-erythronate degradation II	0	0	0	0	0	0	0	0.313592	0.47385	0.338336	0	0	0	0	0	2.35351	0	1.06744	0	0	0	0.882186	0	2.30547	0	0.759532	0	0	0	2.83482	2.56339	0	0	3.23741	1.64242	1.8701	0	0	0	0	0	0	0	0	0	10.8393	13.2618	15.4651	0.54371100000000006	0	0	0	0	6.47848	0.333433	0	0	0	0	1.0578	0.590963	0	0	0	11.6865	8.36588	9.65526	9.21877	10.5765	0	0.136078	0.154733	1.09879	0.488796	1.09767	0	0	0	0.128536	0	0	0	2.10496	0	1.25001	0	0	5.15745	7.91784	8.25986	0.62079	3.63884	1.38585	0	0	0	0	0	0	0	0	8.91536	0	6.23177	8.06106	0	0	0	0	0	0	0	0	1.9434	0
PWY-7874	L-threonate degradation	0	0	0	0	0	0	0	0.313592	0.874466	0.338336	0	0	0	0	0	2.35351	0	1.07409	0	0	0	2.97693	3.58347	3.93773	0	1.26191	0	0	0	5.93236	5.37777	0	0	4.25595	3.05475	5.80171	0	0	0	0	0	0	0	0	0	24.793	30.8221	36.9153	0.924285	0	0	0	0	15.1311	0.333433	0	0.31575	0	0	1.0578	0.590963	0	0	0	29.3228	19.5979	21.9395	20.0912	24.0192	0	0.55715	0.373204	1.09879	0.488796	1.09767	0	0	0	0.128536	0	0	0	2.11814	0	1.86431	0	0	12.6982	20.4468	17.2406	0.62079	7.125	3.57903	0	0	0	0	0	0	0	0	20.892	0	14.8283	17.0494	0	0	0	0	0	1.91836	0	0	5.67256	0
PWY-7883	anhydromuropeptides recycling II	0	1.70279	0	8.3085	7.98808	15.5787	0	4.12403	1.15516	0.301026	0	0	0	0	0.377594	6.37237	2.80537	7.66401	0	4.58318	3.89602	4.54468	5.39812	18.7372	24.2271	31.0514	28.3429	21.3327	32.8274	0	0	0.326169	0.832481	2.34631	2.11428	1.8996	0	0	0	0	0	0	0	0.319729	0	12.0388	13.2714	14.9869	2.89581	0	0	0	0	4.88127	2.6943	0	1.78017	0	0	3.17047	3.12079	0	9.18155	0	0	8.12111	9.35764	1.8954	9.07754	0	4.28715	3.50205	4.71025	2.5786	3.67773	0	0	0	0.143829	0	0	3.89377	12.985900000000001	23.9154	36.9606	6.69564	19.2659	0	8.34739	7.46498	0	0	0	0	0	0	0	0	0.560374	0	0	7.81853	0	6.3054500000000004	0	0	0	0	0.402668	0	9.74342	3.49315	0	2.6631	0
PWY-7942	5-oxo-L-proline metabolism	0	0	0	0.750891	0	0	0	1.49928	9.00272	5.12306	0	0	0	0	0	12.8657	1.10046	7.02949	0	0	0	8.86099	10.717	10.0414	0	8.626	0.922792	0	0	7.80286	6.10162	0.449929	0	25.7622	15.8841	22.9313	0	0	0	1.19183	0	1.18104	1.25094	1.04764	0	27.0683	13.8966	9.19132	4.91903	0	0	0	0	0	1.10697	0	0.395623	0	0	7.09519	1.74801	0	0	0	0	0	0.238716	0	0	0	4.51569	2.76266	8.77534	7.27073	8.28831	0	0.573687	1.74281	0	0	0	1.49278	15.7616	3.17727	11.9649	0	0	20.7577	30.9963	22.6507	2.74096	19.909300000000002	10.8791	0	0	0	0	0	7.26854	0	0	2.93011	0	47.3231	35.1712	0	3.13864	6.69079	1.77233	0	8.22898	1.34835	0	35.907	4.44915
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis	627.569	233.059	338.42	577.932	594.629	574.79	156.077	408.762	427.902	425.72	555.977	561.653	551.085	512.139	519.785	413.583	290.603	456.69	460.101	178.205	222.809	469.575	434.005	510.984	349.629	405.595	407.384	334.314	394.714	513.036	611.55	260.539	222.224	458.535	456.15	509.456	216.173	442.568	446.714	448.019	441.779	466.834	463.618	468.863	441.473	441.875	453.847	481.456	439.107	396.906	443.531	246.958	262.984	520.154	502.406	383.411	484.439	382.937	283.519	454.689	452.79	403.075	426.328	0	395.558	535.654	578.638	582.189	588.404	0	422.332	401.607	426.041	360.388	431.142	546.268	507.467	469.125	455.535	527.511	305.787	334.211	419.227	443.547	408.86	397.07	441.287	472.069	471.811	421.922	265.166	466.263	550.129	482.417	444.53	504.511	445.429	471.162	463.024	473.272	460.217	369.992	737.372	532.515	480.35	615.94	193.292	226.671	293.703	204.083	261.213	230.099	225.86	435.781	200.454
PWY-7977	L-methionine biosynthesis IV	466.582	203.391	313.855	427.361	506.065	447.512	243.174	412.556	427.154	418.446	549.685	570.937	565.124	515.718	468.857	398.975	305.376	462.106	461.052	214.224	321.934	512.434	459.499	557.106	366.588	403.386	409.287	336.546	385.931	470.949	572.02	299.869	283.894	414.275	406.97	480.357	421.738	436.326	473.639	431.321	414.717	442.134	463.106	452.677	454.395	521.101	530.301	582.153	452.676	405.639	470.266	319.478	336.296	420.606	572.12	305.892	497.659	453.078	275.59	424.72	401.991	343.597	411.077	1.64037	450.574	541.137	549.465	551.419	569.94	0	402.627	412.075	423.701	354.108	411.134	511.02	509.207	474.424	447.067	513.651	233.316	374.421	403.439	459.646	396.692	407.068	426.265	465.479	496.225	430.592	532.896	438.762	482.083	488	487.442	513.447	422.366	452.994	447.688	443.366	444.849	427.49	692.633	499.092	490.007	425.605	164.823	338.002	345.251	204.73	271.993	199.68	234.366	420.701	336.886
PWY-7992	menaquinol biosynthesis	0	0	0	0.828842	0	1.71415	0	7.71022	5.44	3.18948	0	0	0	0	0	25.5443	0	9.01071	0	0	0	3.41776	3.14381	0	1.52304	1.48743	3.48778	3.19506	3.50683	0	0	0	0	0	0	0	0	0	0	7.80978	5.38049	12.221	0	11.6005	0	0	0	0	0	0	4.32272	0	0	0	0	0	0	0	0	7.35732	7.2353	8.61219	17.5016	0	0	0	0	0	0	0	10.5204	8.06076	3.90205	2.56559	5.04856	0	0	0	0	0	0	0	11.3321	2.61135	1.87531	1.44478	0	0	0	0	0	0	0	0	0	1.46371	1.65055	0	5.88377	4.68906	4.86723	0	0	0	0	0	0	0	0	0	2.21144	0	0	0	0
PWY-8004	Entner-Doudoroff pathway I	91.6935	23.4027	124.554	114.808	137.174	141.416	40.1269	114.826	99.4089	88.8814	21.6192	21.0176	20.2264	22.0631	27.837	135.019	51.3266	115.009	146.97	11.3621	10.4779	110.846	136.905	91.5728	164.378	184.763	152.951	118.162	203.407	217.938	88.4365	45.9649	44.4972	190.234	77.4254	169.852	18.3407	96.1852	30.8707	118.479	127.419	154.772	116.886	166.117	77.3567	186.503	217.379	243.56	119.965	54.7842	92.3679	173.068	117.375	204.965	117.457	32.9164	93.5364	105.83	103.861	160.663	164.9	113.071	164.071	0.854151	228.323	162.441	248.694	223.2	246.858	0	88.3058	132.124	130.472	88.6489	91.0388	50.3273	55.516	155.979	164.144	51.453	34.6262	81.7671	136.271	220.066	184.431	128.022	100.985	153.883	202.478	191.908	116.956	89.5551	136.276	15.6204	54.7364	103.67	130.273	130.648	153.788	135.453	125.172	241.224	58.9128	169.315	205.476	83.0835	66.6268	49.0842	44.1694	45.7354	82.6016	37.3913	83.032	83.2942	48.5264
PWY-801	homocysteine and cysteine interconversion	40.0727	0	21.8811	11.108	10.0568	10.2846	0.927401	0.774426	0	0	0	0.478933	0	2.07396	0	0	3.33205	0	1.02243	1.35186	0.847274	0	1.71679	2.22985	0	0	0	0	0	1.07807	0	0.476679	0	0	5.47815	4.09324	2.09839	0	0	0	0	0.702354	0	0	0	0	0	0	0	0	0	0	0	17.8055	0	2.11495	0	0	0	0	0	0	0	0	6.36549	7.86521	0	0	0	0	1.82098	1.38821	0	0	0	2.64358	3.18156	0.864118	0.908915	8.72852	1.63416	1.55648	0	0.845083	2.59846	0	1.1869	1.34402	3.04223	1.90277	0	5.12401	4.88839	0	0	0	0	0	0.919297	0	0	0	0.740227	0	0	37.0478	6.87798	2.1038	1.46161	2.16133	6.23295	1.39802	2.55685	12.0096	2.46783
PWY-8073	lipid IVA biosynthesis	2.20476	3.83662	12.1892	29.9715	16.211	42.2922	20.6519	154.742	126.027	166.393	43.5296	81.3794	75.9426	232.632	180.286	194.52	16.1695	306.108	128.053	0	7.39529	186.806	194.502	309.185	253.294	223.708	344.393	259.395	265.958	226.589	286.679	18.3565	25.4905	181.204	93.8293	217.222	0.873487	97.7781	49.2704	237.819	221.971	239.998	76.8142	256.945	83.1164	283.391	343.354	371.98	291.209	325.006	382.484	7.45562	6.23794	200.854	322.653	0.948215	35.144	10.0991	5.41209	247.571	213.043	169.207	232.987	0.465996	261.212	291.502	255.357	249.556	285.608	0	118.362	164.259	181.103	127.82	184.455	40.5189	53.2839	222.931	209.42	223.558	9.85796	79.9941	239.105	284.328	268.221	346.783	356.688	286.061	297.978	253.54	104.777	188.662	150.904	33.8301	41.8574	162.253	95.5777	76.9596	202.076	189.633	224.005	228.008	340.371	268.673	289.847	1.64501	16.7061	31.0239	5.6587	6.25039	50.3859	6.79762	18.9146	215.933	18.8998
PWY-8086	(S)-lactate fermentation to propanoate, acetate and hydrogen	0	0	0	0	0	0	0	0	1.30524	0.3664	0	0	0	0	0	0.559173	0.170782	0.845741	0	0	0.20703	6.2026	5.97196	6.33632	0	1.51818	0	0	0	0.722836	0	0	0	0	1.2489	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44585	0	0	0	0	0	0	0	0	0	0	0.366044	0.488849	0	0	0	0	0	0	0	0	0	0.318838	0	0.417003	0.49891	0.752994	0	0	0	0	0	0	0	1.12203	0	4.21147	0.692636	0	0	0	0.334583	1.1076	0	0	0	0	0	0	0	0.341909	0	0	20.5446	0	0	0	0	0	0.283093	0	0	0.221105	0	0	0.730504	0
PWY-8131	5'-deoxyadenosine degradation II	52.5435	0.99514	2.27099	45.4236	65.8475	48.8916	1.67532	43.7864	44.1973	61.8436	1.53316	12.1532	10.5811	47.5574	25.9314	28.0136	10.8486	4.37345	0	0	0	15.5925	11.211	14.2467	40.1481	60.2516	26.0018	27.7431	51.9707	53.1553	9.73601	2.39295	0.459662	48.3707	21.9533	22.5622	1.88373	84.6097	62.6708	25.8357	32.8853	44.6297	71.9506	63.1142	70.7256	0	0	0	32.0832	20.3449	18.1714	5.0017	0	0	41.6856	15.8954	85.3736	82.0048	1.23955	27.4761	27.272	30.3034	33.0349	0	0	0	0	0	0	0	39.3383	41.259	63.5045	49.6269	34.1356	31.6938	23.0959	169.188	173.374	70.7693	2.80812	6.42677	26.9731	53.3407	55.1054	21.9881	16.6683	13.5113	6.36339	33.8014	0	6.28841	22.9233	37.3023	31.8255	42.9859	54.19	37.1829	45.9516	33.4606	40.7493	0.218845	4.95882	0	0	52.2085	0	5.75179	5.25297	3.11894	15.7362	5.13467	9.65204	10.5919	2.89931
PWY-8134	bile acid 7&beta;-dehydroxylation	0	0	0	0.361415	0.571197	1.10826	0	0.356845	0.761972	0.789402	0	0	0	0	0	6.75947	0	0.551185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98851	1.61008	2.32336	0	1.07344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35288	4.52876	2.89336	1.63025	0	0	0	0	0	0	0	1.96265	1.11961	0.847899	0.582334	1.24714	0	0	0	0	0	0	0	2.0998	0	0.841631	0	0.285497	0	0	0	0	0	0	0	0	0	0	0	3.27966	3.56161	2.50216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8173	anteiso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	5.65315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4463800000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8174	odd iso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	5.65315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4463800000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8175	even iso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	5.65315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4463800000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	732.948	304.874	178.47	619.852	674.264	629.983	209.119	281.285	375.702	421.214	292.031	187.309	225.984	307.303	174.635	331.808	348.886	246.935	235.144	81.1106	255.832	258.377	263.093	241.308	257.379	353.883	202.223	149.746	268.369	410.141	252.168	266.507	227.052	366.334	252.337	340.539	49.7037	547.796	339.433	415.944	437.044	451.533	321.673	411.293	296.126	469.11	487.784	499.694	249.658	136.686	178.112	335.601	169.899	222.143	307.411	86.2442	449.46	404.951	330.608	478.628	582.453	471.836	413.469	1.76123	445.287	434.604	285.325	290.303	334.586	0	369.35	340.409	461.923	351.777	401.491	336.763	385.457	481.219	507.614	377.849	244.662	292.88	413.195	360.71	370.622	168.2	138.202	317.134	384.55	410.759	96.4747	235.695	195.28	471.02	310.254	224.692	291.858	250.423	484.386	511.474	467.814	404.74	45.8208	349.187	334.192	714.022	156.608	253.736	290.439	206.137	273.849	155.99	266.568	291.711	228.383
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	78.0834	140.759	126.619	85.7249	123.063	95.6305	18.6256	132.108	149.927	148.441	259.202	166.249	204.24	56.071	27.5156	132.69	78.3347	79.2842	43.0573	34.5808	18.7669	23.4349	34.426	27.6601	78.6861	98.4985	72.7364	69.7265	99.6093	99.0804	42.6075	34.274	36.5287	71.5784	34.5393	38.6882	28.4945	103.491	211.109	100.911	84.2966	108.953	33.7893	118.506	11.4357	138.102	163.748	184.17	128.386	10.6741	30.3807	103.109	120.797	97.2198	26.1285	13.8316	212.564	24.0899	122.03	90.117	94.8822	62.9725	108.076	0	149.726	118.231	134.656	129.489	133.282	0	160.552	149.826	131.383	144.945	119.461	225.084	226.482	22.5712	22.6097	34.291	69.9228	69.2619	75.4366	47.7747	73.0197	49.7974	73.0119	69.772	113.933	104.634	4.67234	45.4121	42.9678	109.288	98.4104	14.3987	20.8769	27.4987	98.7663	69.9304	69.5355	102.923	16.1063	89.433	110.205	72.279	51.1408	25.4654	42.3178	38.714	79.5479	47.5285	61.4939	31.0828	55.7995
PWY-8188	L-alanine degradation	7.18215	3.0168	1.27652	4.46176	4.90829	7.27165	3.04628	0	0	0	0	0	0	0	0	0	6.04359	0	0	0	1.93785	0	0	0	0	0	0	0	0	0	0	5.44286	1.43494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.950796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8194	5.21418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09869	1.60714	1.67414	4.66921	6.92258	7.25976	2.808	5.79084	5.86302	1.75111
PWY-8189	L-alanine degradation	7.18215	3.0168	1.27652	4.46176	4.90829	7.27165	3.04628	0	0	0	0	0	0	0	0	0	6.04359	0	0	0	1.93785	0	0	0	0	0	0	0	0	0	0	5.44286	1.43494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.950796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8194	5.21418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09869	1.60714	1.67414	4.66921	6.92258	7.25976	2.808	5.79084	5.86302	1.75111
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	0	3.18638	1.019	0	0	0	1.43608	0.272001	1.31674	0.801994	0	0	0	0	0	0	2.46881	0.921942	2.22113	0	1.98941	0	0.779255	0	0	1.68357	0	0	0	0	0	3.40121	2.11992	3.81095	2.60228	4.4615	0	0	0	0	0	0.565267	0	0.250484	0.827059	0	0	0	1.7207	0	0.472115	2.13821	0	0	0	0	0.164745	0	3.08682	0	0	0	0	0	0	0	0	0	0	0	0.157144	0.516147	1.77237	1.25987	2.15057	0	0	0	0	0	2.34171	3.31732	2.39015	0	0.162276	0	0	0	0.0892164	0	0	0	1.58898	0	0	0	0	0	0.850244	0	0	0.463333	0	0	0	0	1.60782	2.10297	2.70005	2.62461	2.41353	0.163569	2.36898	1.96197	2.43046
PWY-821	sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	19.9481	11.1546	14.8801	0	6.8612	0.998207	10.1557	16.7773	9.74583	9.31298	0	0	0	0	5.58959	38.7327	17.5084	16.4872	12.7472	0	6.28595	44.2926	74.078	57.647	13.0021	24.0016	3.71678	4.36691	4.91133	76.8894	73.346	8.55212	10.6159	60.6816	39.701	74.531	0	11.1896	12.3606	12.4232	18.1616	24.6269	17.6937	32.5257	4.95946	186.468	219.373	231.844	15.4036	0	1.35349	0	0	106.215	21.8799	3.65539	5.96575	0	4.30087	23.4512	22.8485	8.71182	0	0	177.3	159.881	151.901	151.098	163.741	0	9.62082	25.186	22.7071	8.49605	19.7442	0	5.40991	3.04004	0.592043	0	17.1109	20.6064	27.8145	23.3852	56.1093	0	0	113.569	166.497	148.334	4.10123	73.5439	45.4022	13.6209	20.6198	23.8142	37.1047	34.0708	30.19	20.715	14.0155	154.811	0	123.572	125.511	9.42909	5.71295	13.8213	21.4531	25.718	44.342	4.46213	15.35	65.8366	3.47431
PWY-822	fructan biosynthesis	19.6443	0	0	5.02866	9.88387	5.86038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270488	0	0	17.1071	0	0	0	0	0	0	0	7.9437	0
PWY-841	purine nucleotides de novo biosynthesis I	235.398	206.267	324.515	156.247	154.586	179.771	219.321	328.621	353.634	334.912	464.461	412.6	450.052	371.429	396.708	341.044	283.667	276.533	423.498	295.651	318.31	397.305	358.705	404.501	303.519	338.723	325.665	253.658	342.382	427.478	479.732	306.899	274.5	401.494	400.126	420.661	324.873	374.251	376.49	329.958	318.413	347.811	378.631	341.15	354.893	231.293	267.137	292.676	346.735	279.211	370.133	272.663	226.974	220.711	379.859	378.56	416.653	348.202	244.287	359.115	368.407	304.838	342.061	2.43839	270.674	215.273	263.528	247.434	276.551	2.1803	368.993	344.754	332.567	304.829	346.127	501.839	463.591	271.105	302.181	358.956	224.85	315.119	321.869	392.414	340.447	306.043	289.595	382.76	394.283	343.123	401.895	400.775	390.818	399.151	356.215	378.12	358.622	367.988	355.563	344.12	333.962	295.508	288.983	435.62	424.219	218.467	165.577	309.565	284.351	215.666	228.263	229.658	224.914	374.778	337.336
PWY-922	mevalonate pathway I (eukaryotes and bacteria)	5.0298	0	35.7546	3.7893	4.0069	4.16074	0.791753	0	0	0	0	0	0	1.74041	0	0	2.95217	0	0.955054	1.83159	0.998859	0	0	1.26174	0	0	0	0	0	0	0	1.12301	0	0	0	0	1.3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35461	0	2.00363	0	2.60243	0	0	0	0	0	0	1.32596	1.89337	0	0	0	0	0.892953	1.22959	0	0	0	2.20425	1.84201	0	1.05067	5.86776	1.16717	2.83161	0	0	0	0	0.749784	0	0.609344	0.494723	0	2.1134	2.00108	0	0	0	0	0	0	0	0	0	0	0	0	9.04936	10.4588	4.95192	0.850004	2.83841	2.49366	1.08212	5.15883	5.09865	3.76962
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	320.636	81.289	78.2119	253.388	294.336	272.107	71.3452	129.489	83.6247	88.8946	13.3138	27.2207	17.3492	91.8424	13.4381	77.3659	98.3	77.1149	77.3984	28.7896	115.125	60.9877	61.6886	57.211	36.7281	68.5533	26.2947	27.6156	59.3726	71.1814	48.6923	119.418	105.657	70.8955	37.6669	66.6282	9.93058	66.2813	40.3466	116.447	113.597	121.81	140.913	114.395	49.1534	170.723	174.239	160.616	56.4804	12.4176	44.7332	40.5549	6.4546	199.77	42.0811	54.4108	42.8625	17.9251	58.2145	75.9258	87.5165	57.6845	57.8209	32.521	166.19	115.789	269.5	258.344	259.367	18.8724	68.2324	81.6812	100.64	68.6589	59.7395	24.9327	50.3338	149.741	128.492	63.9056	90.07	109.752	79.1032	38.1785	74.9215	25.5435	26.8415	84.5907	114.376	135.109	94.5108	62.4811	44.6019	101.881	56.8728	135.555	142.964	214.104	158.671	159.865	154.906	199.516	1.83146	138.622	174.374	305.339	55.0466	96.479	109.751	88.9804	105.645	21.3791	96.9628	103.626	77.3907
PWY0-1061	L-alanine biosynthesis	87.9766	11.6899	33.5771	267.114	302.466	266.864	8.11946	1.74153	4.10106	2.59128	0	0	0	6.93975	0	21.2417	5.46868	12.5764	5.47159	8.38529	11.3949	16.2115	24.4519	27.6556	1.94361	9.92906	1.34556	0.72052	3.53598	46.6207	48.4623	7.95791	6.46268	35.3741	19.8173	38.9361	0	2.14805	4.5583	2.68987	0	1.92904	4.84897	1.30804	0	134.536	174.565	198.668	6.00999	0	0.602688	0.625151	0	86.6645	4.03238	0.986504	2.18655	0	3.59952	4.56171	3.80497	0	0	0.991106	160.863	114.26	117.284	108.001	119.256	0	6.28005	6.98003	9.59285	4.99437	6.81766	0	0	5.84311	5.91896	9.16382	4.43921	4.26639	18.8937	2.47896	18.2905	0	0	82.8508	118.067	100.305	2.41538	59.3525	26.3131	3.35717	0	15.5659	15.6495	27.4403	1.10655	9.32021	3.50712	109.779	34.8934	150.472	135.139	67.6241	0.870934	21.5877	13.2511	14.5409	27.7956	13.414	17.9022	52.9188	28.032
PWY0-1221	putrescine degradation II	0	0	0	0	0	0	0	0	0.909682	0.475979	0	0	0	0	0	0.288065	0.0673319	0	0	0	0	3.86478	5.88318	3.69439	0	1.57159	0	0	0	5.54704	6.13093	0.128602	0	3.31531	1.91017	4.22178	0	0	0	0	0	0.23229	0	0.134274	0	19.2913	24.1703	28.1347	1.13309	0	0	0	0	10.1967	0	0	0	0	0	0.20587	0.26108	0	0	0	23.1266	15.5708	17.7228	16.4961	19.961	0	0.26705	0	0.390564	0.168537	0.489783	0	0	0	0	0	0	0	0.158304	0	4.08406	0	0	9.30308	17.1177	14.3302	0.305416	5.31456	2.36692	0	0	0	0	0	0	0	0	17.0747	0	10.3388	13.6867	0	0	0	0	0	0	0	0	3.46973	0
